Payment,TextPassage,TextContent,Sequence,Year,Place,Obols,ChangeStatus,ChangeAmount
urn:cite:phoros:payrec.516,urn:cts:phoros:stele1.year7:front.1.25,ΙΔΥΜΕΣ,516,7,urn:cite:phoros:places.204,520,same,0
urn:cite:phoros:payrec.517,urn:cts:phoros:stele1.year7:front.1.26,ΜΑΡΟΝΙΤΑΙ,517,7,urn:cite:phoros:places.32,900,same,0
urn:cite:phoros:payrec.518,urn:cts:phoros:stele1.year7:front.1.27,ΘΕΡΜΑΙΟΙ,518,7,urn:cite:phoros:places.8,300,up,250
urn:cite:phoros:payrec.519,urn:cts:phoros:stele1.year7:front.1.28,ΟΙΝΑΙΟΙ,519,7,urn:cite:phoros:places.34,600,down,200
urn:cite:phoros:payrec.520,urn:cts:phoros:stele1.year7:front.1.29,ΧΑΛΚΕΑΤΑΙ,520,7,urn:cite:phoros:places.175,300,same,0
urn:cite:phoros:payrec.521,urn:cts:phoros:stele1.year7:front.1.31,ΛΕΒΕΔΙΟΙ,521,7,urn:cite:phoros:places.174,1800,same,0
urn:cite:phoros:payrec.522,urn:cts:phoros:stele1.year7:front.1.33,ΑΙΝΕΑΤΑΙ,522,7,urn:cite:phoros:places.182,1800,same,0
urn:cite:phoros:payrec.523,urn:cts:phoros:stele1.year7:front.1.34,ΗΑΙΣΟΝΙΟΙ,523,7,urn:cite:phoros:places.162,150,same,0
urn:cite:phoros:payrec.524,urn:cts:phoros:stele1.year7:front.1.35,ΔΙΚΑΙΟΠΟΛΙΤΑΙ,524,7,urn:cite:phoros:places.43,600,down,1800
urn:cite:phoros:payrec.525,urn:cts:phoros:stele1.year7:front.1.36,ΕΡΕΤΡΙΟΝΑΠΟΙΚΟΙ,525,7,urn:cite:phoros:places.43,,,
urn:cite:phoros:payrec.526,urn:cts:phoros:stele1.year7:front.1.36,ΑΙΝΙΟΙ,526,7,urn:cite:phoros:places.5,7200,same,0
urn:cite:phoros:payrec.527,urn:cts:phoros:stele1.year7:front.1.37,ΚΑΥΝΙΟΙ,527,7,urn:cite:phoros:places.110,300,same,0
urn:cite:phoros:payrec.528,urn:cts:phoros:stele1.year7:front.2.2,ΝΑΧΣΙΑΤΑΙ,528,7,urn:cite:phoros:places.6,50,down,50
urn:cite:phoros:payrec.529,urn:cts:phoros:stele1.year7:front.2.3,ΘΑΣΘΑΡΕΣ,529,7,urn:cite:phoros:places.163,50,same,0
urn:cite:phoros:payrec.530,urn:cts:phoros:stele1.year7:front.2.4,ΜΥΔΟΝΕΣ,530,7,urn:cite:phoros:places.71,150,same,0
urn:cite:phoros:payrec.531,urn:cts:phoros:stele1.year7:front.2.5,ΤΕΛΑΝΔΡΙΟΙ,531,7,urn:cite:phoros:places.173,300,down,300
urn:cite:phoros:payrec.532,urn:cts:phoros:stele1.year7:front.2.6,ΚΑΡΒΑΣΥΑΝΔΕΣ,532,7,urn:cite:phoros:places.46,100,same,0
urn:cite:phoros:payrec.533,urn:cts:phoros:stele1.year7:front.2.7,ΟΥΛΙΑΤΑΙ,533,7,urn:cite:phoros:places.76,50,same,0
urn:cite:phoros:payrec.534,urn:cts:phoros:stele1.year7:front.2.8,ΚΡΥΕΣ,534,7,urn:cite:phoros:places.21,200,same,0
urn:cite:phoros:payrec.535,urn:cts:phoros:stele1.year7:front.2.9,ΦΑΡΒΕΛΙΟΙ,535,7,urn:cite:phoros:places.2,100,same,0
urn:cite:phoros:payrec.536,urn:cts:phoros:stele1.year7:front.2.10,ΜΥΝΔΙΟΙ,536,7,urn:cite:phoros:places.96,50,same,0
urn:cite:phoros:payrec.537,urn:cts:phoros:stele1.year7:front.2.11, ΛΙΝΔΙΟΙ,537,7,urn:cite:phoros:places.33,6000,up,930
urn:cite:phoros:payrec.538,urn:cts:phoros:stele1.year7:front.2.12,ΠΕΔΙΕΣ,538,7,urn:cite:phoros:places.205,200,same,0
urn:cite:phoros:payrec.539,urn:cts:phoros:stele1.year7:front.2.13,ΘΥΣΣΙΟΙ,539,7,urn:cite:phoros:places.12,900,up,500
urn:cite:phoros:payrec.540,urn:cts:phoros:stele1.year7:front.2.16,ΣΑΝΑΙΟΙ,540,7,urn:cite:phoros:places.14,200,down,400
urn:cite:phoros:payrec.541,urn:cts:phoros:stele1.year7:front.2.17,ΣΥΡΙΟΙ,541,7,urn:cite:phoros:places.135,100,down,50
urn:cite:phoros:payrec.542,urn:cts:phoros:stele1.year7:front.2.18,ΟΘΟΡΙΟΙ,542,7,urn:cite:phoros:places.206,100,same,0
urn:cite:phoros:payrec.543,urn:cts:phoros:stele1.year7:front.2.20,ΚΕΒΡΕΝΙΟΙ,543,7,urn:cite:phoros:places.49,1800,same,0
urn:cite:phoros:payrec.544,urn:cts:phoros:stele1.year7:front.2.21,ΚΟΔΑΠΕΣ,544,7,urn:cite:phoros:places.90,100,same,0
urn:cite:phoros:payrec.545,urn:cts:phoros:stele1.year7:front.2.22,ΚΥΔΑΙΕΣ,545,7,urn:cite:phoros:places.168,40,same,0
urn:cite:phoros:payrec.546,urn:cts:phoros:stele1.year7:front.2.23,ΔΙΟΣΙΡΙΤΑΙ,546,7,urn:cite:phoros:places.25,100,same,0
urn:cite:phoros:payrec.547,urn:cts:phoros:stele1.year7:front.2.24,ΧΑΛΚΕΤΟΡΕΣ,547,7,urn:cite:phoros:places.167,210,up,10
urn:cite:phoros:payrec.548,urn:cts:phoros:stele1.year7:front.2.25,ΟΛΟΦΥΧΣΙΟΙ,548,7,urn:cite:phoros:places.15,150,down,50
urn:cite:phoros:payrec.549,urn:cts:phoros:stele1.year7:front.2.26,ΚΛΑΖΟΜΕΝΙΟΙ,549,7,urn:cite:phoros:places.44,900,same,0
urn:cite:phoros:payrec.550,urn:cts:phoros:stele1.year7:front.2.27,ΗΑΒΔΕΡΙΤΑΙ,550,7,urn:cite:phoros:places.52,8400,up,688
urn:cite:phoros:payrec.551,urn:cts:phoros:stele1.year7:front.2.28,ΚΑΛΥΔΝΙΟΙ,551,7,urn:cite:phoros:places.109,900,same,0
urn:cite:phoros:payrec.552,urn:cts:phoros:stele1.year7:front.2.29,ΝΟΤΙΕΣ,552,7,urn:cite:phoros:places.24,200,same,0
urn:cite:phoros:payrec.553,urn:cts:phoros:stele1.year7:front.2.30,ΓΑΡΓΑΡΕΣ,553,7,urn:cite:phoros:places.118,450,same,0
urn:cite:phoros:payrec.554,urn:cts:phoros:stele1.year7:front.2.31,ΦΑΣΕΛΙΤΑΙ,554,7,urn:cite:phoros:places.47,1800,down,1800
urn:cite:phoros:payrec.555,urn:cts:phoros:stele1.year7:front.2.32,ΔΙΕΣ,555,7,urn:cite:phoros:places.16,600,same,0
urn:cite:phoros:payrec.556,urn:cts:phoros:stele1.year7:front.2.33,ΚΝΙΔΙΟΙ,556,7,urn:cite:phoros:places.125,3000,up,1200
urn:cite:phoros:payrec.557,urn:cts:phoros:stele1.year7:front.2.34,ΣΠΑΡΤΟΛΙΟΙ,557,7,urn:cite:phoros:places.26,1200,same,0
urn:cite:phoros:payrec.558,urn:cts:phoros:stele1.year7:front.2.35,ΣΤΡΕΦΣΑΙΟΙ,558,7,urn:cite:phoros:places.39,600,same,0
urn:cite:phoros:payrec.559,urn:cts:phoros:stele1.year7:front.2.36,ΚΕΔΡΙΑΤΑΙ,559,7,urn:cite:phoros:places.64,50,down,250
urn:cite:phoros:payrec.560,urn:cts:phoros:stele1.year7:front.2.37,ΙΕΛΥΣΙΟΙ,560,7,urn:cite:phoros:places.128,6000,same,0
urn:cite:phoros:payrec.561,urn:cts:phoros:stele1.year7:front.2.38,ΑΣΤΥΠΑΛΑΙΕΣ,561,7,urn:cite:phoros:places.92,1200,same,0
urn:cite:phoros:payrec.562,urn:cts:phoros:stele1.year7:front.3.2,ΣΤΟΛΙΟΙ,562,7,urn:cite:phoros:places.58,500,up,100
urn:cite:phoros:payrec.563,urn:cts:phoros:stele1.year7:front.3.3,ΗΕΔΡΟΛΙΟΙ,563,7,urn:cite:phoros:places.207,50,same,0
urn:cite:phoros:payrec.564,urn:cts:phoros:stele1.year7:front.3.4,ΡΕΝΑΙΕΣ,564,7,urn:cite:phoros:places.148,30,down,70
urn:cite:phoros:payrec.565,urn:cts:phoros:stele1.year7:front.3.5,ΠΡΙΑΠΕΣ,565,7,urn:cite:phoros:places.127,50,same,0
urn:cite:phoros:payrec.566,urn:cts:phoros:stele1.year7:front.3.6,ΗΕΣΤΙΑΙΕΣ,566,7,urn:cite:phoros:places.196,100,same,0
urn:cite:phoros:payrec.567,urn:cts:phoros:stele1.year7:front.3.7,ΠΑΛΑΙΠΕΡΚ ΟΣΙΟΙ,567,7,urn:cite:phoros:places.153,50,down,50
urn:cite:phoros:payrec.568,urn:cts:phoros:stele1.year7:front.3.8,ΓΑΛΕΦΣΙΟΙ,568,7,urn:cite:phoros:places.208,900,same,0
urn:cite:phoros:payrec.569,urn:cts:phoros:stele1.year7:front.3.9,ΦΟΚΑΙΕΣ,569,7,urn:cite:phoros:places.138,1800,same,0
urn:cite:phoros:payrec.570,urn:cts:phoros:stele1.year7:front.3.10,ΚΟΙΟΙ,570,7,urn:cite:phoros:places.160,2136,down,864
urn:cite:phoros:payrec.571,urn:cts:phoros:stele1.year7:front.3.11,ΒΑΡΓΥΛΙΕΣ,571,7,urn:cite:phoros:places.103,100,same,0
urn:cite:phoros:payrec.572,urn:cts:phoros:stele1.year7:front.3.12,ΣΑΜΟΘΡΑΙΚΕΣ,572,7,urn:cite:phoros:places.93,3600,up,1800
urn:cite:phoros:payrec.573,urn:cts:phoros:stele1.year7:front.3.13,ΑΣΣΕΡΙΤΑΙ,573,7,urn:cite:phoros:places.55,2400,same,0
urn:cite:phoros:payrec.574,urn:cts:phoros:stele1.year7:front.3.14,ΔΙΚΑΙΑΠΑΡΑΒΔΕΡΑ,574,7,urn:cite:phoros:places.51,300,same,0
urn:cite:phoros:payrec.575,urn:cts:phoros:stele1.year7:front.3.15,ΔΙΕΣ,575,7,urn:cite:phoros:places.16,200,down,400
urn:cite:phoros:payrec.576,urn:cts:phoros:stele1.year7:front.3.16,ΕΥΡΥΜΑΧΙΤΑΙ,576,7,urn:cite:phoros:places.209,100,same,0
urn:cite:phoros:payrec.577,urn:cts:phoros:stele1.year7:front.3.17,ΒΡΥΚΟΝΤΙΟΙ,577,7,urn:cite:phoros:places.210,50,same,0
urn:cite:phoros:payrec.578,urn:cts:phoros:stele1.year7:front.3.18,ΚΙΑΝΟΙ,578,7,urn:cite:phoros:places.72,100,same,0
urn:cite:phoros:payrec.579,urn:cts:phoros:stele1.year7:front.3.19,ΑΡΚΕΣΣΕΙΑ,579,7,urn:cite:phoros:places.180,100,same,0
urn:cite:phoros:payrec.580,urn:cts:phoros:stele1.year7:front.3.20,ΗΥΜΙΣΣΕΣ,580,7,urn:cite:phoros:places.161,120,same,0
urn:cite:phoros:payrec.581,urn:cts:phoros:stele1.year7:front.3.21,ΥΔΙΣΣΕΣ,581,7,urn:cite:phoros:places.211,600,same,0
urn:cite:phoros:payrec.582,urn:cts:phoros:stele1.year7:front.3.22,ΗΑΙΡΑΙΟΙ,582,7,urn:cite:phoros:places.27,1800,same,0
urn:cite:phoros:payrec.583,urn:cts:phoros:stele1.year7:front.3.23,ΠΑΡΙΟΙ,583,7,urn:cite:phoros:places.192,9720,same,0
urn:cite:phoros:payrec.584,urn:cts:phoros:stele1.year7:front.3.24,ΔΑΜΝΙΟΤΕΙΧΙΤΑΙ,584,7,urn:cite:phoros:places.130,100,same,0
urn:cite:phoros:payrec.585,urn:cts:phoros:stele1.year7:front.3.25,ΝΑΧΣΙΟΙ,585,7,urn:cite:phoros:places.197,4000,same,0
urn:cite:phoros:payrec.586,urn:cts:phoros:stele1.year7:front.3.26,ΧΑΛΧΕΔΟΝΙΟΙ,586,7,urn:cite:phoros:places.115,5400,up,899
urn:cite:phoros:payrec.587,urn:cts:phoros:stele1.year7:front.3.27,ΣΕΛΥΜΒΡΙΑΝΟΙ,587,7,urn:cite:phoros:places.159,3600,same,0
urn:cite:phoros:payrec.594,urn:cts:phoros:stele1.year7:front.3.33,ΣΙΓΓΙΟΙ,594,7,urn:cite:phoros:places.60,1200,down,1200
urn:cite:phoros:payrec.595,urn:cts:phoros:stele1.year7:front.3.34,ΠΑΡΠΑΡΙΟΙ,595,7,urn:cite:phoros:places.151,100,same,0
urn:cite:phoros:payrec.596,urn:cts:phoros:stele1.year7:front.3.35,ΣΚΑΦΣΑΙΟΙ,596,7,urn:cite:phoros:places.131,100,down,500
urn:cite:phoros:payrec.597,urn:cts:phoros:stele1.year7:front.3.36,ΣΕΡΜΕΣ,597,7,urn:cite:phoros:places.188,50,same,0
urn:cite:phoros:payrec.598,urn:cts:phoros:stele1.year7:front.3.37,ΙΚΙΟΙ,598,7,urn:cite:phoros:places.157,150,same,0
urn:cite:phoros:payrec.599,urn:cts:phoros:stele1.year7:front.3.38,ΣΙΓΕΙΕΣ,599,7,urn:cite:phoros:places.193,76,down,24
urn:cite:phoros:payrec.600,urn:cts:phoros:stele1.year7:front.3.39,ΗΑΡΠΑΓΙΟΙ,600,7,urn:cite:phoros:places.213,30,same,0
urn:cite:phoros:payrec.601,urn:cts:phoros:stele1.year7:front.3.40,ΠΕΠΑΡΕΘΙΟΙ,601,7,urn:cite:phoros:places.22,1800,same,0
urn:cite:phoros:payrec.602,urn:cts:phoros:stele1.year7:front.3.2,ΣΕΡΙΦΙΟΙ,602,7,urn:cite:phoros:places.146,600,down,600
urn:cite:phoros:payrec.603,urn:cts:phoros:stele1.year7:front.3.3,ΛΑΜΦΣΑΚΕΝΟΙ,603,7,urn:cite:phoros:places.95,520,down,6680
urn:cite:phoros:payrec.604,urn:cts:phoros:stele1.year7:front.3.4,ΑΙΓΑΝΤΙΟΙ,604,7,urn:cite:phoros:places.143,300,same,0
urn:cite:phoros:payrec.605,urn:cts:phoros:stele1.year7:front.3.5,ΤΕΝΙΟΙ,605,7,urn:cite:phoros:places.190,1800,same,0
urn:cite:phoros:payrec.606,urn:cts:phoros:stele1.year7:front.3.6,ΤΕΙΟΙ,606,7,urn:cite:phoros:places.152,3600,same,0
urn:cite:phoros:payrec.607,urn:cts:phoros:stele1.year7:front.3.7,ΑΝΔΡΙΟΙ,607,7,urn:cite:phoros:places.145,3600,down,3600
urn:cite:phoros:payrec.608,urn:cts:phoros:stele1.year7:front.3.8,ΜΥΚΟΝΙΟΙ,608,7,urn:cite:phoros:places.114,900,same,0
urn:cite:phoros:payrec.609,urn:cts:phoros:stele1.year7:front.3.9,ΘΑΣΙΟΙ,609,7,urn:cite:phoros:places.61,1470,down,330
urn:cite:phoros:payrec.610,urn:cts:phoros:stele1.year7:front.3.10,ΑΒΥΔΕΝΟΙ,610,7,urn:cite:phoros:places.19,,,
urn:cite:phoros:payrec.611,urn:cts:phoros:stele1.year7:front.3.11,ΕΡΕΤΡΙΕΣ,611,7,urn:cite:phoros:places.214,3600,same,0
urn:cite:phoros:payrec.612,urn:cts:phoros:stele1.year7:front.3.12,ΒΡΥΝΧΕΙΕΣ,612,7,urn:cite:phoros:places.150,100,same,0
urn:cite:phoros:payrec.613,urn:cts:phoros:stele1.year7:front.3.13,ΣΙΦΝΙΟΙ,613,7,urn:cite:phoros:places.191,1800,same,0
urn:cite:phoros:payrec.614,urn:cts:phoros:stele1.year7:front.3.14,ΔΙΔΥΜΟΤΕΧΙΤΑΙ,614,7,urn:cite:phoros:places.42,100,same,0
urn:cite:phoros:payrec.615,urn:cts:phoros:stele1.year7:front.3.15,ΙΑΤΑΙ,615,7,urn:cite:phoros:places.77,100,down,500
urn:cite:phoros:payrec.616,urn:cts:phoros:stele1.year7:front.3.16,ΤΟΡΟΝΑΙΟΙ,616,7,urn:cite:phoros:places.13,4744,down,2456
urn:cite:phoros:payrec.617,urn:cts:phoros:stele1.year7:front.3.17,ΔΑΡΔΑΝΕΣ,617,7,urn:cite:phoros:places.158,100,down,800
urn:cite:phoros:payrec.618,urn:cts:phoros:stele1.year7:front.3.18,ΠΡΙΑΝΕΣ,618,7,urn:cite:phoros:places.101,600,same,0
urn:cite:phoros:payrec.619,urn:cts:phoros:stele1.year7:front.3.19,ΣΤΥΡΕΣ,619,7,urn:cite:phoros:places.195,600,same,0
urn:cite:phoros:payrec.620,urn:cts:phoros:stele1.year7:front.3.20,ΑΘΕΝΑΙΟΙ,620,7,urn:cite:phoros:places.121,100,down,100
urn:cite:phoros:payrec.621,urn:cts:phoros:stele1.year7:front.3.21,ΒΕΡΥΣΙΟΙ,621,7,urn:cite:phoros:places.75,100,same,0
urn:cite:phoros:payrec.622,urn:cts:phoros:stele1.year7:front.3.22,ΒΥΖΑΝΤΙΟΙ,622,7,urn:cite:phoros:places.139,,,
urn:cite:phoros:payrec.623,urn:cts:phoros:stele1.year7:front.3.23,ΧΑΛΚΙΔΕΣ,623,7,urn:cite:phoros:places.215,3000,same,0
urn:cite:phoros:payrec.624,urn:cts:phoros:stele1.year7:front.3.24,ΝΕΟΠΟΛΙΤΑΙ,624,7,urn:cite:phoros:places.30,300,down,50
urn:cite:phoros:payrec.625,urn:cts:phoros:stele1.year7:front.3.25,ΛΑΜΠΟΝΕΙΑ,625,7,urn:cite:phoros:places.37,100,same,0
urn:cite:phoros:payrec.626,urn:cts:phoros:stele1.year7:front.3.26,ΠΑΙΣΕΝΟΙ,626,7,urn:cite:phoros:places.116,100,same,0
urn:cite:phoros:payrec.627,urn:cts:phoros:stele1.year7:front.3.27,ΠΕΡΚΟΤΕ,627,7,urn:cite:phoros:places.123,100,same,0
urn:cite:phoros:payrec.628,urn:cts:phoros:stele1.year7:front.3.28,ΗΕΣΣΙΟΙ,628,7,urn:cite:phoros:places.35,600,same,0
urn:cite:phoros:payrec.629,urn:cts:phoros:stele1.year7:front.3.29,ΗΥΛΙΜΕΣ,629,7,urn:cite:phoros:places.181,,,
urn:cite:phoros:payrec.630,urn:cts:phoros:stele1.year7:front.3.30,ΜΕΤΑΔΙΟΝΥΣΙΑ,630,7,urn:cite:phoros:places.181,,,
urn:cite:phoros:payrec.631,urn:cts:phoros:stele1.year7:front.3.31,ΛΕΦΣΙΜΑΝΔΙΟΙ,631,7,urn:cite:phoros:places.83,150,up,47
urn:cite:phoros:payrec.632,urn:cts:phoros:stele1.year7:front.3.32,ΚΑΣΟΛΑΒΕΣ,632,7,urn:cite:phoros:places.50,250,same,0
urn:cite:phoros:payrec.633,urn:cts:phoros:stele1.year7:front.3.33,ΦΕΓΕΤΙΟΙ,633,7,urn:cite:phoros:places.156,160,same,0
urn:cite:phoros:payrec.634,urn:cts:phoros:stele1.year7:front.3.34,ΣΕΡΒΥΛΙΕΣ,634,7,urn:cite:phoros:places.56,1800,down,2832
urn:cite:phoros:payrec.635,urn:cts:phoros:stele1.year7:front.3.35,ΣΚΑΒΛΑΙΟΙ,635,7,urn:cite:phoros:places.54,300,same,0
urn:cite:phoros:payrec.636,urn:cts:phoros:stele1.year7:front.3.36,ΜΕΔΑΙΟΙ,636,7,urn:cite:phoros:places.112,9000,up,4200
urn:cite:phoros:payrec.637,urn:cts:phoros:stele1.year7:front.3.37,ΚΥΘΝΙΟΙ,637,7,urn:cite:phoros:places.194,1800,same,0
urn:cite:phoros:payrec.638,urn:cts:phoros:stele1.year7:front.3.38,ΚΑΡΥΣΤΙΟΙ,638,7,urn:cite:phoros:places.149,3000,down,1500
urn:cite:phoros:payrec.639,urn:cts:phoros:stele1.year7:front.3.39,ΚΕΙΟΙ,639,7,urn:cite:phoros:places.166,2400,same,0
urn:cite:phoros:payrec.640,urn:cts:phoros:stele1.year8:right.1.4,ΝΑΡΙΣΒΑΡΕΣ,640,8,urn:cite:phoros:places.70,100,same,0
urn:cite:phoros:payrec.641,urn:cts:phoros:stele1.year8:right.1.5,ΤΕΝΕΔΙΟΙ,641,8,urn:cite:phoros:places.107,1728,down,972
urn:cite:phoros:payrec.642,urn:cts:phoros:stele1.year8:right.1.6,ΣΤΑΓΙΡΙΤΑΙ,642,8,urn:cite:phoros:places.1,100,same,0
urn:cite:phoros:payrec.643,urn:cts:phoros:stele1.year8:right.1.7,ΓΕΝΤΙΝΙΟΙ,643,8,urn:cite:phoros:places.186,50,same,0
urn:cite:phoros:payrec.644,urn:cts:phoros:stele1.year8:right.1.8,ΚΕΡΑΜΕΣ,644,8,urn:cite:phoros:places.65,900,same,0
urn:cite:phoros:payrec.645,urn:cts:phoros:stele1.year8:right.1.9,ΚΑΜΙΡΕΣ,645,8,urn:cite:phoros:places.20,5400,same,0
urn:cite:phoros:payrec.646,urn:cts:phoros:stele1.year8:right.1.10,ΗΑΛΙΚΑΡΝΑΣΣΙΟΙ,646,8,urn:cite:phoros:places.38,1200,up,200
urn:cite:phoros:payrec.647,urn:cts:phoros:stele1.year8:right.1.11,ΜΥΡΙΝΑΙΟΙ,647,8,urn:cite:phoros:places.120,600,same,0
urn:cite:phoros:payrec.648,urn:cts:phoros:stele1.year8:right.1.12,ΜΕΚΥΠΕΡΝΑΙΟΙ,648,8,urn:cite:phoros:places.57,600,same,0
urn:cite:phoros:payrec.649,urn:cts:phoros:stele1.year8:right.1.13,ΠΛΑΔΑΣΕΣ,649,8,urn:cite:phoros:places.202,200,same,0
urn:cite:phoros:payrec.650,urn:cts:phoros:stele1.year8:right.1.14,ΠΕΔΑΣΕΣ,650,8,urn:cite:phoros:places.100,600,down,600
urn:cite:phoros:payrec.651,urn:cts:phoros:stele1.year8:right.1.15,ΚΥΜΑΙΟΙ,651,8,urn:cite:phoros:places.136,2400,down,4800
urn:cite:phoros:payrec.652,urn:cts:phoros:stele1.year8:right.1.16,ΠΙΤΑΝΑΙΟΙ,652,8,urn:cite:phoros:places.11,100,same,0
urn:cite:phoros:payrec.653,urn:cts:phoros:stele1.year8:right.1.17,ΓΡΥΝΕΙΕΣ,653,8,urn:cite:phoros:places.97,100,same,0
urn:cite:phoros:payrec.654,urn:cts:phoros:stele1.year8:right.1.18,ΧΕΡΡΟΝΕΣΙΟΙ,654,8,urn:cite:phoros:places.164,1800,up,720
urn:cite:phoros:payrec.655,urn:cts:phoros:stele1.year8:right.1.19,ΠΥΡΝΙΟΙ,655,8,urn:cite:phoros:places.126,100,same,0
urn:cite:phoros:payrec.656,urn:cts:phoros:stele1.year8:right.1.20,ΝΕΑΠΟΛΙΣ,656,8,urn:cite:phoros:places.30,100,down,250
urn:cite:phoros:payrec.657,urn:cts:phoros:stele1.year8:right.1.21,ΚΥΛΑΝΤΙΟΙ,657,8,urn:cite:phoros:places.67,1200,same,0
urn:cite:phoros:payrec.658,urn:cts:phoros:stele1.year8:right.1.22,ΚΥΡΒΙΣΕΣ,658,8,urn:cite:phoros:places.41,200,same,0
urn:cite:phoros:payrec.659,urn:cts:phoros:stele1.year8:right.1.23,ΧΙΟΙ,659,8,urn:cite:phoros:places.68,200,same,0
urn:cite:phoros:payrec.660,urn:cts:phoros:stele1.year8:right.1.24,ΑΦΥΤΑΙΟΙ,660,8,urn:cite:phoros:places.105,1800,same,0
urn:cite:phoros:payrec.661,urn:cts:phoros:stele1.year8:right.1.25,ΣΥΑΓΓΕΛΕΣ,661,8,urn:cite:phoros:places.203,600,same,0
urn:cite:phoros:payrec.662,urn:cts:phoros:stele1.year8:right.1.26,ΤΕΡΜΕΡΕΣ,662,8,urn:cite:phoros:places.48,1500,same,0
urn:cite:phoros:payrec.663,urn:cts:phoros:stele1.year8:right.1.27,ΙΔΙΜΕΣ,663,8,urn:cite:phoros:places.204,,,
urn:cite:phoros:payrec.664,urn:cts:phoros:stele1.year8:right.1.28,ΜΑΡΟΝΙΤΑΙ,664,8,urn:cite:phoros:places.32,900,same,0
urn:cite:phoros:payrec.665,urn:cts:phoros:stele1.year8:right.1.29,ΘΕΡΜΑΙΟΙ,665,8,urn:cite:phoros:places.8,300,up,250
urn:cite:phoros:payrec.666,urn:cts:phoros:stele1.year8:right.1.30,ΟΙΝΑΙΟΙ,666,8,urn:cite:phoros:places.34,600,down,200
urn:cite:phoros:payrec.667,urn:cts:phoros:stele1.year8:right.1.31,ΧΑΛΚΕΑΤΑΙ,667,8,urn:cite:phoros:places.175,300,same,0
urn:cite:phoros:payrec.668,urn:cts:phoros:stele1.year8:right.1.33,ΛΕΒΕΔΙΟΙ,668,8,urn:cite:phoros:places.174,1800,same,0
urn:cite:phoros:payrec.669,urn:cts:phoros:stele1.year8:right.1.35,ΑΙΝΕΑΤΑΙ,669,8,urn:cite:phoros:places.182,1800,same,0
urn:cite:phoros:payrec.670,urn:cts:phoros:stele1.year8:right.1.36,ΗΑΙΣΟΝΙΟΙ,670,8,urn:cite:phoros:places.162,150,same,0
urn:cite:phoros:payrec.671,urn:cts:phoros:stele1.year8:right.1.37,ΔΙΚΑΙΟΠΟΛΙΤΑΙ,671,8,urn:cite:phoros:places.43,600,down,1800
urn:cite:phoros:payrec.672,urn:cts:phoros:stele1.year8:right.1.38,ΕΡΕΤΡΙΟΝΑΠΟΙΚΟΙ,672,8,urn:cite:phoros:places.43,,,
urn:cite:phoros:payrec.673,urn:cts:phoros:stele1.year8:right.1.39,ΑΙΝΙΟΙ,673,8,urn:cite:phoros:places.5,,,
urn:cite:phoros:payrec.674,urn:cts:phoros:stele1.year8:right.1.40,ΚΑΥΝΙΟΙ,674,8,urn:cite:phoros:places.110,300,same,0
urn:cite:phoros:payrec.675,urn:cts:phoros:stele1.year8:right.1.41,ΘΑΣΘΑΡΕΣ,675,8,urn:cite:phoros:places.163,50,same,0
urn:cite:phoros:payrec.676,urn:cts:phoros:stele1.year8:right.1.42,ΛΕΦΣΙΜΑΝΔΟΙ,676,8,urn:cite:phoros:places.83,150,up,47
urn:cite:phoros:payrec.677,urn:cts:phoros:stele1.year8:right.1.43,ΝΑΧΣΙΑΤΑΙ,677,8,urn:cite:phoros:places.6,50,down,50
urn:cite:phoros:payrec.678,urn:cts:phoros:stele1.year8:right.1.44,ΚΑΣΟΛΑΒΕΣ,678,8,urn:cite:phoros:places.50,250,same,0
urn:cite:phoros:payrec.679,urn:cts:phoros:stele1.year8:right.1.45,ΜΥΔΟΝΕΣ,679,8,urn:cite:phoros:places.71,150,same,0
urn:cite:phoros:payrec.680,urn:cts:phoros:stele1.year8:right.1.46,ΤΕΛΑΝΔΡΙΟΙ,680,8,urn:cite:phoros:places.173,150,down,450
urn:cite:phoros:payrec.681,urn:cts:phoros:stele1.year8:right.1.47,ΦΕΓΕΤΙΟΙ,681,8,urn:cite:phoros:places.156,160,same,0
urn:cite:phoros:payrec.682,urn:cts:phoros:stele1.year8:right.1.48,ΚΑΡΒΑΣΥΑΝΔΕΣ,682,8,urn:cite:phoros:places.46,100,same,0
urn:cite:phoros:payrec.683,urn:cts:phoros:stele1.year8:right.1.49,ΑΥΛΙΑΤΑΙ,683,8,urn:cite:phoros:places.76,50,same,0
urn:cite:phoros:payrec.684,urn:cts:phoros:stele1.year8:right.1.50,ΚΡΥΕΣ,684,8,urn:cite:phoros:places.21,200,same,0
urn:cite:phoros:payrec.685,urn:cts:phoros:stele1.year8:right.1.51,ΦΑΡΒΕΛΙΟΙ,685,8,urn:cite:phoros:places.2,100,same,0
urn:cite:phoros:payrec.686,urn:cts:phoros:stele1.year8:right.1.52,ΜΥΝΔΙΟΙ,686,8,urn:cite:phoros:places.96,50,same,0
urn:cite:phoros:payrec.687,urn:cts:phoros:stele1.year8:right.1.53,ΛΙΝΔΙΟΙ,687,8,urn:cite:phoros:places.33,6000,up,930
urn:cite:phoros:payrec.688,urn:cts:phoros:stele1.year8:right.1.54,ΠΕΔΙΕΣ,688,8,urn:cite:phoros:places.205,200,same,0
urn:cite:phoros:payrec.689,urn:cts:phoros:stele1.year8:right.1.55,ΘΥΣΣΙΟΙ,689,8,urn:cite:phoros:places.12,900,up,500
