Record,Year,Source,Place,Obols
urn:cite:phoros:payments.0,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.1.14,urn:cite:phoros:places.1,100
urn:cite:phoros:payments.1,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.1.15,urn:cite:phoros:places.2,100
urn:cite:phoros:payments.2,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.1.16,urn:cite:phoros:places.3,100
urn:cite:phoros:payments.3,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.1.21,,
urn:cite:phoros:payments.4,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.1.22,urn:cite:phoros:places.4,4500
urn:cite:phoros:payments.5,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.1.23,urn:cite:phoros:places.5,7200
urn:cite:phoros:payments.6,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.1.24,,50
urn:cite:phoros:payments.7,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.1.25,urn:cite:phoros:places.6,100
urn:cite:phoros:payments.8,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.1.26,urn:cite:phoros:places.7,1200
urn:cite:phoros:payments.9,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.1.27,,
urn:cite:phoros:payments.10,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.1.28,,
urn:cite:phoros:payments.11,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.2.8,urn:cite:phoros:places.8,
urn:cite:phoros:payments.12,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.2.10,urn:cite:phoros:places.10,3600
urn:cite:phoros:payments.13,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.2.13,urn:cite:phoros:places.11,100
urn:cite:phoros:payments.14,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.2.14,urn:cite:phoros:places.12,400
urn:cite:phoros:payments.15,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.2.15,urn:cite:phoros:places.13,7200
urn:cite:phoros:payments.16,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.2.26,urn:cite:phoros:places.15,1400
urn:cite:phoros:payments.17,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.2.27,urn:cite:phoros:places.17,640
urn:cite:phoros:payments.18,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.2.28,urn:cite:phoros:places.18,10800
urn:cite:phoros:payments.19,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.2.29,urn:cite:phoros:places.19,2626
urn:cite:phoros:payments.20,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.3.16,urn:cite:phoros:places.20,5400
urn:cite:phoros:payments.21,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.3.17,urn:cite:phoros:places.21,200
urn:cite:phoros:payments.22,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.3.20,urn:cite:phoros:places.22,1800
urn:cite:phoros:payments.23,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.3.21,urn:cite:phoros:places.23,1800
urn:cite:phoros:payments.24,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.3.22,urn:cite:phoros:places.24,200
urn:cite:phoros:payments.25,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.3.23,urn:cite:phoros:places.25,100
urn:cite:phoros:payments.26,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.3.24,urn:cite:phoros:places.26,1200
urn:cite:phoros:payments.27,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.3.25,urn:cite:phoros:places.27,1800
urn:cite:phoros:payments.28,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.3.26,urn:cite:phoros:places.28,330
urn:cite:phoros:payments.29,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.3.27,urn:cite:phoros:places.29,900
urn:cite:phoros:payments.30,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.3.28,urn:cite:phoros:places.30,350
urn:cite:phoros:payments.31,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.3.29,urn:cite:phoros:places.31,400
urn:cite:phoros:payments.32,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.4.5,urn:cite:phoros:places.32,900
urn:cite:phoros:payments.33,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.4.6,urn:cite:phoros:places.33,5070
urn:cite:phoros:payments.34,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.4.8,urn:cite:phoros:places.34,800
urn:cite:phoros:payments.35,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.4.9,urn:cite:phoros:places.35,600
urn:cite:phoros:payments.36,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.4.10,urn:cite:phoros:places.36,800
urn:cite:phoros:payments.37,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.4.11,urn:cite:phoros:places.37,100
urn:cite:phoros:payments.38,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.4.13,urn:cite:phoros:places.38,1000
urn:cite:phoros:payments.39,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.4.14,urn:cite:phoros:places.39,600
urn:cite:phoros:payments.40,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.4.15,urn:cite:phoros:places.40,900
urn:cite:phoros:payments.41,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.4.16,urn:cite:phoros:places.41,200
urn:cite:phoros:payments.42,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.4.18,urn:cite:phoros:places.42,100
urn:cite:phoros:payments.43,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.4.20,urn:cite:phoros:places.43,2400
urn:cite:phoros:payments.44,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.4.21,urn:cite:phoros:places.44,900
urn:cite:phoros:payments.45,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.4.22,urn:cite:phoros:places.45,900
urn:cite:phoros:payments.46,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.4.23,urn:cite:phoros:places.46,100
urn:cite:phoros:payments.47,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.4.24,urn:cite:phoros:places.47,3600
urn:cite:phoros:payments.48,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.4.25,urn:cite:phoros:places.48,1500
urn:cite:phoros:payments.49,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.4.26,urn:cite:phoros:places.49,1800
urn:cite:phoros:payments.50,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.4.27,urn:cite:phoros:places.50,246
urn:cite:phoros:payments.51,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.4.29,urn:cite:phoros:places.51,300
urn:cite:phoros:payments.52,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.5.5,urn:cite:phoros:places.52,7712
urn:cite:phoros:payments.53,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.5.8,urn:cite:phoros:places.55,1600
urn:cite:phoros:payments.54,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.5.9,urn:cite:phoros:places.56,4632
urn:cite:phoros:payments.55,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.5.12,urn:cite:phoros:places.59,1400
urn:cite:phoros:payments.56,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.5.13,urn:cite:phoros:places.60,
urn:cite:phoros:payments.57,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.5.14,urn:cite:phoros:places.61,1800
urn:cite:phoros:payments.58,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.5.15,urn:cite:phoros:places.62,200
urn:cite:phoros:payments.59,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.5.16,urn:cite:phoros:places.63,300
urn:cite:phoros:payments.60,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.5.17,urn:cite:phoros:places.64,300
urn:cite:phoros:payments.61,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.5.18,urn:cite:phoros:places.65,900
urn:cite:phoros:payments.62,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.5.20,urn:cite:phoros:places.67,1200
urn:cite:phoros:payments.63,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.5.21,urn:cite:phoros:places.68,200
urn:cite:phoros:payments.64,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.6.5,urn:cite:phoros:places.70,100
urn:cite:phoros:payments.65,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.6.6,urn:cite:phoros:places.71,150
urn:cite:phoros:payments.66,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.6.7,urn:cite:phoros:places.72,100
urn:cite:phoros:payments.67,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.6.7,urn:cite:phoros:places.73,200
urn:cite:phoros:payments.68,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.6.10,urn:cite:phoros:places.74,100
urn:cite:phoros:payments.69,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.6.12,urn:cite:phoros:places.75,100
urn:cite:phoros:payments.70,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.6.13,urn:cite:phoros:places.76,50
urn:cite:phoros:payments.71,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.6.14,urn:cite:phoros:places.77,600
urn:cite:phoros:payments.72,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.6.15,urn:cite:phoros:places.78,600
urn:cite:phoros:payments.73,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.6.17,urn:cite:phoros:places.79,50
urn:cite:phoros:payments.74,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.6.18,urn:cite:phoros:places.80,3000
urn:cite:phoros:payments.75,urn:cite:phoros:documents.stele1_year1,urn:cts:phoros:stele1.year1.hc:front.6.20,urn:cite:phoros:places.81,1800
urn:cite:phoros:payments.76,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.1.11,urn:cite:phoros:places.69,103
urn:cite:phoros:payments.77,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.1.12,urn:cite:phoros:places.83,103
urn:cite:phoros:payments.78,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.1.13,urn:cite:phoros:places.84,413
urn:cite:phoros:payments.79,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.1.14,urn:cite:phoros:places.85,305
urn:cite:phoros:payments.80,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.1.15,urn:cite:phoros:places.86,689
urn:cite:phoros:payments.81,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.1.16,urn:cite:phoros:places.87,103
urn:cite:phoros:payments.82,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.1.17,urn:cite:phoros:places.88,103
urn:cite:phoros:payments.83,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.1.18,urn:cite:phoros:places.89,103
urn:cite:phoros:payments.84,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.2.2,urn:cite:phoros:places.90,100
urn:cite:phoros:payments.85,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.3.2,urn:cite:phoros:places.56,
urn:cite:phoros:payments.86,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.4.15,urn:cite:phoros:places.91,1200
urn:cite:phoros:payments.87,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.4.16,urn:cite:phoros:places.80,18000
urn:cite:phoros:payments.88,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.4.17,urn:cite:phoros:places.9,3600
urn:cite:phoros:payments.89,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.5.11,urn:cite:phoros:places.92,1200
urn:cite:phoros:payments.90,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.5.12,urn:cite:phoros:places.93,1800
urn:cite:phoros:payments.91,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.5.16,urn:cite:phoros:places.95,7200
urn:cite:phoros:payments.92,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.6.7,urn:cite:phoros:places.34,800
urn:cite:phoros:payments.93,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.6.8,urn:cite:phoros:places.34,
urn:cite:phoros:payments.94,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.6.9,urn:cite:phoros:places.23,1800
urn:cite:phoros:payments.95,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.6.10,urn:cite:phoros:places.24,200
urn:cite:phoros:payments.96,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.6.11,urn:cite:phoros:places.25,100
urn:cite:phoros:payments.97,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.6.12,urn:cite:phoros:places.4,4500
urn:cite:phoros:payments.98,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.6.13,urn:cite:phoros:places.77,600
urn:cite:phoros:payments.99,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.6.14,urn:cite:phoros:places.5,7200
urn:cite:phoros:payments.100,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.6.15,urn:cite:phoros:places.96,50
urn:cite:phoros:payments.101,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.6.16,urn:cite:phoros:places.76,50
urn:cite:phoros:payments.102,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.6.17,urn:cite:phoros:places.46,100
urn:cite:phoros:payments.103,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.6.18,urn:cite:phoros:places.32,900
urn:cite:phoros:payments.104,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.7.14,,50
urn:cite:phoros:payments.105,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.7.15,urn:cite:phoros:places.97,100
urn:cite:phoros:payments.106,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.7.16,urn:cite:phoros:places.11,100
urn:cite:phoros:payments.107,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.7.17,urn:cite:phoros:places.29,900
urn:cite:phoros:payments.108,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:header.7.18,urn:cite:phoros:places.26,1200
urn:cite:phoros:payments.109,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:right.8.14,urn:cite:phoros:places.50,250
urn:cite:phoros:payments.110,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:right.8.18,urn:cite:phoros:places.14,600
urn:cite:phoros:payments.111,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:right.9.2,urn:cite:phoros:places.27,1800
urn:cite:phoros:payments.112,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:right.9.3,urn:cite:phoros:places.30,300
urn:cite:phoros:payments.113,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:right.9.4,urn:cite:phoros:places.53,1200
urn:cite:phoros:payments.114,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:right.9.5,urn:cite:phoros:places.57,600
urn:cite:phoros:payments.115,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:right.9.7,urn:cite:phoros:places.40,900
urn:cite:phoros:payments.116,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:right.9.9,urn:cite:phoros:places.44,900
urn:cite:phoros:payments.117,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:right.10.2,urn:cite:phoros:places.98,400
urn:cite:phoros:payments.118,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:right.10.3,urn:cite:phoros:places.99,600
urn:cite:phoros:payments.119,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:right.10.4,urn:cite:phoros:places.78,600
urn:cite:phoros:payments.120,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:right.10.5,urn:cite:phoros:places.66,1800
urn:cite:phoros:payments.121,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:right.10.6,urn:cite:phoros:places.18,10800
urn:cite:phoros:payments.122,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:right.10.7,urn:cite:phoros:places.100,1200
urn:cite:phoros:payments.123,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:right.10.8,urn:cite:phoros:places.101,600
urn:cite:phoros:payments.124,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:right.10.9,urn:cite:phoros:places.102,600
urn:cite:phoros:payments.125,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:right.10.10,urn:cite:phoros:places.103,100
urn:cite:phoros:payments.126,urn:cite:phoros:documents.stele1_year2,urn:cts:phoros:stele1.year2.hc:right.10.11,urn:cite:phoros:places.42,100
urn:cite:phoros:payments.127,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.1.2,urn:cite:phoros:places.105,1800
urn:cite:phoros:payments.128,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.1.3,urn:cite:phoros:places.106,5400
urn:cite:phoros:payments.129,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.1.4,urn:cite:phoros:places.65,900
urn:cite:phoros:payments.130,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.1.5,urn:cite:phoros:places.71,150
urn:cite:phoros:payments.131,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.1.6,urn:cite:phoros:places.107,2700
urn:cite:phoros:payments.132,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.1.7,urn:cite:phoros:places.40,900
urn:cite:phoros:payments.133,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.1.8,urn:cite:phoros:places.108,50
urn:cite:phoros:payments.134,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.1.9,urn:cite:phoros:places.47,3600
urn:cite:phoros:payments.135,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.1.10,urn:cite:phoros:places.109,900
urn:cite:phoros:payments.136,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.1.11,urn:cite:phoros:places.44,900
urn:cite:phoros:payments.137,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.1.12,urn:cite:phoros:places.64,300
urn:cite:phoros:payments.138,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.1.13,urn:cite:phoros:places.77,600
urn:cite:phoros:payments.139,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.1.14,urn:cite:phoros:places.73,200
urn:cite:phoros:payments.140,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.1.15,urn:cite:phoros:places.51,300
urn:cite:phoros:payments.141,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.1.17,urn:cite:phoros:places.92,1200
urn:cite:phoros:payments.142,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.1.31,urn:cite:phoros:places.111,100
urn:cite:phoros:payments.143,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.1.32,urn:cite:phoros:places.7,1200
urn:cite:phoros:payments.144,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.2.2,,600
urn:cite:phoros:payments.145,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.2.5,urn:cite:phoros:places.112,4800
urn:cite:phoros:payments.146,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.2.6,urn:cite:phoros:places.113,100
urn:cite:phoros:payments.147,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.2.7,urn:cite:phoros:places.114,900
urn:cite:phoros:payments.148,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.2.8,urn:cite:phoros:places.9,3600
urn:cite:phoros:payments.149,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.2.11,urn:cite:phoros:places.32,900
urn:cite:phoros:payments.150,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.2.12,urn:cite:phoros:places.93,4800
urn:cite:phoros:payments.151,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.2.29,urn:cite:phoros:places.99,600
urn:cite:phoros:payments.152,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.2.30,urn:cite:phoros:places.119,900
urn:cite:phoros:payments.153,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.2.31,urn:cite:phoros:places.164,1080
urn:cite:phoros:payments.154,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.3.2,urn:cite:phoros:places.75,100
urn:cite:phoros:payments.155,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.3.4,urn:cite:phoros:places.3,100
urn:cite:phoros:payments.156,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.3.5,urn:cite:phoros:places.22,1800
urn:cite:phoros:payments.157,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.3.6,urn:cite:phoros:places.36,200
urn:cite:phoros:payments.158,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.3.7,urn:cite:phoros:places.120,600
urn:cite:phoros:payments.159,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.3.8,urn:cite:phoros:places.38,1000
urn:cite:phoros:payments.160,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.3.9,urn:cite:phoros:places.67,1200
urn:cite:phoros:payments.161,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.3.10,urn:cite:phoros:places.41,200
urn:cite:phoros:payments.162,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.3.24,urn:cite:phoros:places.79,50
urn:cite:phoros:payments.163,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.3.26,urn:cite:phoros:places.121,200
urn:cite:phoros:payments.164,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.3.28,urn:cite:phoros:places.28,330
urn:cite:phoros:payments.165,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.3.31,urn:cite:phoros:places.76,50
urn:cite:phoros:payments.166,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.4.2,urn:cite:phoros:places.123,100
urn:cite:phoros:payments.167,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.4.3,urn:cite:phoros:places.5,7200
urn:cite:phoros:payments.168,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.4.4,urn:cite:phoros:places.124,900
urn:cite:phoros:payments.169,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.4.5,urn:cite:phoros:places.31,400
urn:cite:phoros:payments.170,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.4.6,,
urn:cite:phoros:payments.171,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.4.7,urn:cite:phoros:places.12,400
urn:cite:phoros:payments.172,urn:cite:phoros:documents.stele1_year3,urn:cts:phoros:stele1.year3.hc:front.4.8,urn:cite:phoros:places.125,1800
